Textbook,Unit,audio_url,emotion label,corrected whisper_transcript
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/07a1d418-faf5-4e0c-bd87-946e54c423d8---3811b560-171f-4afc-8d73-eb1ebfc8dc92.wav,Neutral,Last time I had a few days off was about two months ago. I took a long weekend and spent some time at home relaxing and catching up on some hobbies and interests. It was a nice break from work and I felt recharged and ready to take on new challenges when I returned to the office.
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/802411fb-5ddb-486b-9988-ce44b434c597---593e227c-5b78-4375-a00b-77b068f47829.wav,Neutral,For me I guess it must be sofa in my living room because I think it's soft and smooth. I always enjoy lying down on it and my mind will wandering compared to the seat in my classroom. That's how always sit for a long time. That is so tough and uncomfortable so I would like to say sitting my sofa is my favorite place.
ielts,city_town,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/02aeeae4-6eac-4224-a29b-1ccc6f57f6ed---00537a47-134e-4797-9de7-aab46ec058f4.wav,Neutral," Well, I must say I'm not an expert in this area, but I may say it will be, yeah because you know the cities with more and more frustrations and competitive facilities yeah can provide them enjoyful and convenient service for them. So it is a good idea for them to live there."
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/8d5d77b8-ee3c-4183-a194-a248722fbbb7---32122f84-b4e7-4d49-b253-9e043cc90e89.wav,Neutral,"Is it too many time for me because I always feel like I don't have enough time to do the things that are important to me, because I don't have a lot of self-control. I easily wandering away when I'm studying and I have the habit of lagging things."
nce3vicunav0,unit2,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/5f97bbc9-c953-4143-a4fe-09006ba4c74a---ead5297d-3939-430e-b6c2-a6ac2cd41d3a.wav,Neutral,"Yeah, I know Cherry is a workaholic."
ielts,gift,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/c3dc8434-6ae7-44d2-82bb-96646cf5729f---21760827-bfea-4f5e-b470-c2fa9f19e39f.wav,Neutral,"Bosses should reward employees in various ways to acknowledge their contributions and motivate them further. Firstly, providing monetary rewards such as bonuses or salary increases can be effective in recognizing exceptional performance and incentivizing employees to continue excelling. Additionally, offering non-financial rewards like paid time off, flexible work arrangements, or professional development opportunities can enhance job satisfaction and work-life balance."
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/df98734f-0e50-4518-9e33-8ed052476f47---c1044a7b-4c3b-43a5-abc1-b00fcac38540.wav,Neutral,"I think it's very difficult for me to management myself. As I said before, I design some targets for my daily life, but actually I always...I cannot always solve them in a day and rest of them will be restored in the other day. And I think this failure shows that I can't...I cannot control myself really good."
ielts,childhood,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/00174478-41df-41e8-9d0d-08256c16d87b---0c50af1e-9f7b-4aa3-8285-e55d52186ba9.wav,Neutral,"Yeah, I told my parents and my old friends, for my parents, they were very worried about my university life because I chose a university that was not in my hometown and I didn't leave them for 18 years. So they were very worried about me and my social life. So I told them that I joined a dance club and make some new friends."
ielts,entertainment,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/d13f6dbb-3a1f-4b05-b16d-9fa7b33763f7---e151a041-ec2d-4e26-ad4f-2246d4455c48.wav,Neutral,"Probably. To be honest, I don't know. I never pay attention to this kind of problem."
ielts,bike_trip,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/f6c561c6-c4a5-4252-8038-1de5f12efb71---468c370f-a296-4c29-83aa-672b024ccad2.wav,Neutral,"I feel refreshed, you know, taking a nap just makes you feel energetic so that you have a lot of energy to do whatever you like, like doing your homework or just finishing your tasks around the school or just you know reading a book so you can do everything that you like. So that's really good."
nce3vicunav0,unit4,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/f64868da-0a96-48c8-8d8a-d4e97f40ae2f---c0cd901d-f138-47f2-bfca-cfbf4d88a936.wav,Pauses,Is there any other technologies can you talk about?
ielts,city_town,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/a5618ba8-e936-410f-9666-4c44929b5981---1d40f7d6-3ab2-41d4-8034-3e9e36fa7069.wav,Neutral,I prefer to read some books about more about the bibliographies of famous people.
nce3vicunav0,unit6,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/966d9ee1-f6c9-49aa-9183-2c3b40aaf2a8---2c1ffdde-4f55-4f0c-a324-94c084cf3f4b.wav,Neutral,"Yes, I agree too."
ielts,entertainment,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/3e679f44-4799-4cbf-93e2-fa46dffee753---a6d90e0c-5cad-4543-85a9-71389b20103b.wav,Neutral,"Yes, I think so."
ielts,bike_trip,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/50a86162-2b3e-4b60-939c-7518af6ce500---d947d559-ddf0-448a-9c3f-1ed26a2461f7.wav,Pauses,"This is a interesting question. If there were hidden lives, I think we should contact with them because they are mysterious, and I think if we can acknowledge them, we can...it's interesting."
ielts,coffee_shop,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/c52458d6-9b47-4775-939b-d0c9212f4a4d---5b7ce287-197b-4874-baae-44506a4a353a.wav,Neutral,'Cause they want to be surrounded by people I think.
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/7348cdce-637d-48a9-97fa-1a39b4fa1a7b---4ab2c1ea-9a1c-42c8-ad97-ca941030b247.wav,Neutral, Maybe I think some special meeting places are better because in that kind of places we can enjoy maybe a quieter or much more convenient transportation than each other. And in some meeting places it can offer people the delicious food or the precious service. That's all.
nce3vicunav0,unit6,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/b2e16507-beed-4dcf-bdde-6283fb16354c---df07842c-8bb2-48d2-aa48-9f2984c09a3b.wav,Neutral,"Yes, I think it was very possible. So…"
ielts,entertainment,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/6f3c7ed4-9c3e-4d3b-abfd-e84f954da44c---ffec60bd-bdb2-4dd3-babc-c77a26375c0b.wav,Neutral,"If it's a brand new sort of technology which requires me to read lots of instructions before using it, that's gonna be troublesome. That's not what I'm not really into."
ielts,sports,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/2aa25eb7-6296-4a90-9332-e18d34b5f649---536c049c-7dec-4072-a556-abc5620d3653.wav,Neutral,Yeah. I think the social media will replace the website.
ielts,hobby,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/5db3b192-ddc5-4940-9e60-e42cec5bd2e7---6b1ddf5c-1280-493f-b749-354397841a08.wav,Neutral,Yes I think I love the singing very much and I think I am good at singing. I can sing many songs.
ielts,social_media,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/3bda04a4-0403-45ba-8a0e-6574e1429335---dbb7e6b4-a438-4d80-8e36-61260dd8df42.wav,Neutral,"I think if I have the chance I probably would try 'cause working for social media provided me...provide us with really a good chance to work remotely. Yeah, 'cause so you can choose the place where you want to work even when you're having a trip. Yeah, so I think this is really good, so probably I would work for a social media because of its convenience."
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/9aecc121-33f5-4f5b-93f5-81030f471021---69e2f6d8-4b7d-4b89-a19d-46e6f434243c.wav,Neutral,The most case we meet with each other in the...in train of the internet bar. You know this is the most popular activity for the voice to do is...is to do play the video game. This is always my friend and me's favorite thing.
ielts,bike_trip,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/b3fd334c-d179-4c15-8448-7d3edbfd7aa6---ce382154-f9b9-4fda-83c7-b48080b94232.wav,Pauses,"Sir, I don't know the meaning of that."
ielts,hobby,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/3a129dfa-3501-46c2-890a-5ce9762abd40---4bbe9a18-8018-485d-9f94-5664ab208f2e.wav,Neutral,Areas.
ielts,meals,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/40080ce6-1c07-41c3-b54f-9d963a2c4139---032abe2a-c145-464e-bb8e-ba2598e6f73a.wav,Neutral,No.
ielts,skills,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/f127f171-2cd3-4702-8690-838f78164d2f---831be5e5-46a8-47ef-9959-1493d794d4f6.wav,Neutral,"Yeah, depending on the needs and on your motivation, of course over time it will change a lot."
ielts,foreign_friends,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/78476387-7706-4c61-b3f2-4bcc269268dc---24a34b03-0a2c-455c-8d9c-3fbc7097238b.wav,Neutral,We like to buy fruit.
ielts,city_town,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/17188f11-b5e2-4e2f-9441-f76a2dfaeec8---d3dab44f-948a-47ca-8fd1-fb9b1bf420f5.wav,Pauses,"Seldom. If my memory serves me right, I have just went to...I have just gone to the zoos for about two times. One was in Chengdu and I saw some pandas and one was in my hometown. I remember that was my birthday, one of my birthdays. I saw some wild animals living in the mountains."
nce3vicunav0,unit7,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/7e0dfd7c-b86b-4b41-ab7c-5a2e480dba16---d09dc034-d5c5-4da1-85b0-939b3e909b7f.wav,Neutral,"Well I think the audience has his or her personal interpretation of artwork. Well there's no such thing as a greater artwork, or, well a less significant one. It just depends on how you interpret or read it."
ielts,encouragement,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/fb59e4a6-2394-47f4-8a15-02834a0d7723---fd794c34-810c-4e30-87e2-4d115b6c0c01.wav,Neutral,"Yes, I do."
nce3vicunav0,unit7,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/1c3e0123-15bf-4324-a139-0a676dd53964---8b6b5a0b-add7-477e-9f71-2bbde4eab553.wav,Neutral,My favorite artist is Van Gogh.
ielts,hobby,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/00174478-41df-41e8-9d0d-08256c16d87b---8fc40909-7bdd-4bb4-bdbd-44f523367963.wav,Neutral,"Well nowadays the popular that wins people's heart is more or less the same in different regions, because of the internet and the TV shows you know. The music online and or the soundtrack itself is just like the brainwarm that many people can hum quietly to themselves."
ielts,study,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/957ae206-f481-4d95-8331-975d9e973a21---dbfe660d-e9c2-496c-9d1b-3379aa3cadac.wav,Pauses,Because I went and...went to library. Actually go to library for study.
nce3vicunav0,unit7,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/b5607279-05ef-42d4-bccd-95d666e21ea7---8e98ae68-e6d7-47e7-a06c-890700448268.wav,Neutral,"Yeah, you see, that's a tough problem, because if the audience cannot stand the message and the lines, then they are only watching it for curiosity, and not trying to enjoy it as an actual art."
nce3vicunav0,unit1,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/0e58569a-c62b-4ffa-abbe-701ff99fc32d---bc180aa3-7411-4161-b5ba-2cbe1917fe73.wav,Neutral,Can you recommended some top universities open courses online? Can you?
ielts,sports,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/885177db-2669-4489-b622-54c3bd357e21---79c641b3-bec0-4ee7-abb8-05fd760d2353.wav,Neutral," Well, there are some different kinds of styles in terms of weather situations in my hometown. For instance, in spring, the air is mild and fresh. In summer, the weather is so hot, and in autumn, the weather started to become a little cold compared with the weather in summer. In winter, weather in my hometown is quite cold."
ielts,entertainment,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/fc8808b6-4f06-485f-bf07-84df64139578---899b88d5-c9e8-489d-ad5a-8ad189dc2dcf.wav,Neutral,"Yes, I think they should."
ielts,entertainment,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/c3a718db-69f4-48e8-8cbb-c2ca8d6fa1b2---06a0ccbc-b88e-428f-b854-6a98aa99ea48.wav,Neutral,"I know a lot of music, a lot of different types of music. I listen to hip-hop, brute, a lot of songs. I just depend on my certain mood. I want to feel more...I just really depends on my..."
ielts,home,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/2c40676c-e012-466b-982a-599ca840c7bf---3bf5f7f5-a9ce-4b3e-bc6d-d639e69618cb.wav,Pauses,I think it can improve the environment and protect more and more wild animals. So I think it's good for this.
ielts,hobby,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/2090115f-ca26-420e-81c3-28ad672f8c42---507da73b-b851-4fbe-ac9b-f227e1969dba.wav,Neutral,"Actually, I don't like art because I don't know how to draw pictures. It's my problem."
ielts,hobby,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/a42b63c1-cd92-458e-8cb7-674302f5a591---df1d79ec-eaf9-414d-9fe6-abd0a3e58f8f.wav,Neutral,"Oh yes, I have learned how to sing before. I've taken some classes and practiced on my own to improve my techniques in singing. I'm not a professional singer for sure but learning how to sing has also helped me appreciate music more deeply and you know get a deeper understanding of how musical elements work together to create a beautiful song."
ielts,city_town,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/60ded5c7-163b-4487-bb21-ab476eb09073---9326e58d-6fb6-43fa-b208-8233b2d39576.wav,Pauses,"The first reason is free now you know. Many place will pay money...be a lots money to do, but the publics please you can go there every time and no money, you know. And you can..."
nce3vicunav0,unit4,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/67e09227-02fc-4924-955d-b8da36e3a878---bab6e3c4-06f5-499e-a001-af34fbe08cc0.wav,Pauses,I think I've mentioned that before because they have to get used to different culture and that's for sure a good trade for them to cultivate.
ielts,hobby,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/37ec2e00-662a-4e56-8456-d502b869db62---16bb542e-7ada-4153-a11c-353ceb465d03.wav,Neutral,"No, I'm not interested in this thing. I have other hobbies, but not thing."
ielts,meals,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/fb157e24-7af5-4e64-b215-381062778131---6f518b96-5d5b-4235-9e08-8afdb02f70ca.wav,Pauses,Fried french fries I would say.
ielts,sports,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/de0bdb86-31a6-4210-8ed6-f299607eaddb---948e340d-7484-4e25-b4d2-ebc25df45c11.wav,Pauses,"In my hometown, maybe summer. It's hot every day."
ielts,hobby,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/7a1e695a-6ec4-4172-b661-2c7aca56c7c5---99c2af3f-a40e-4526-b6ce-7c7d7e768027.wav,Pauses,"Yes, break, important for work and study. Help rest and focus."
ielts,meals,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/38ecd903-f021-41c4-a5a9-a90fb23445e7---6df86b21-e6d6-47a8-81be-cac5f8ab5f1a.wav,Neutral,"So we have been talking about a meal that you enjoy. I would like to discuss with you one or two more general questions related to this. First of all, let's consider, bring children and food. What is the best age for children to learn to cook?"
ielts,study,https://spoken-edubot-audio-storage.s3.us-east-2.amazonaws.com/3872d1f1-98ee-4d53-9032-e17f6d2c136a---6542e656-5879-40f1-b91f-ea9f4f5144b2.wav,Neutral,Goodbye.
ielts,hobby,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/fec129e2-a552-4c88-ae30-09361e5febc8---50066bb3-a774-48fc-98d2-291188bfe3a4.wav,Neutral,"Yes, I am capable of fixing simple things such as leaky faucet or a blown fuse. However, for more complex issues, I will seek the help of a professional to ensure the problem is properly solved."
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/32520307-bf06-4c5d-b66e-ae6622dcf2bb---062d4c0b-db8a-4181-b39e-af598a1bab23.wav,Pauses,"Cause back in primary school time, people wouldn't spend much effort on suffering from making new friends, and they didn't have so many things to concern about, like the gap between the rich and poor and between boys and girls, so the childhood friendship was actually innocent. But for now, most people just they're worried a lot when they make new friends, and they even have social phobia."
ielts,childhood,https://ielts-audio-store.s3.ap-northeast-2.amazonaws.com/ae1fb625-21d9-41ee-a3a8-d627f7edbb65---c8d7b15b-bcd3-451f-b0f1-1f826e40af99.wav,Neutral,"Well, I think doing some time management is real essential and important for us. And also it's not easy battling ruling process for me. So I try my best to manage it too well. But I always made some difficulties."
